time,total_count,total_count_I,total_count_R1,num_I,num_R1,time.y,S.x,E.x,I.x,R1.x,beta_t.x,R0.x,time_diff.x,Rt.x,time.y.y,S.y,E.y,I.y,R1.y,beta_t.y,R0.y,time_diff.y,Rt.y
185,219266741300.99728,145062245301.46875,74204495999.52888,3208,16166,184.99952747333847,15444,983,3208,16166,0.3571428571428571,2.5,4.725266615253077e-4,0.390875,184.99952747333847,15444,983,3208,16166,0.3571428571428571,2.5,4.725266615253077e-4,0.390875
185.5,272245878014.2607,172413835392.39874,99832042621.86188,3092,15950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,265708162356.77283,177065624204.19006,88642538152.58286,2994,15709,185.99926759398403,15287,915,2994,15709,0.3571428571428571,2.5,7.324060159703549e-4,0.3861,185.99926759398403,15287,915,2994,15709,0.3571428571428571,2.5,7.324060159703549e-4,0.3861
186.5,221713665598.92932,144363476627.14392,77350188971.78523,2898,15494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,313727692988.3923,223193544908.11057,90534148080.28163,2799,15284,186.99946640744696,15110,849,2799,15284,0.3571428571428571,2.5,5.335925530403074e-4,0.382175,186.99946640744696,15110,849,2799,15284,0.3571428571428571,2.5,5.335925530403074e-4,0.382175
187.5,251328526393.24188,143027908080.0368,108300618313.20459,2684,15101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,176322883282.1902,109886121724.26962,66436761557.92076,2590,14879,187.99910954105275,14979,782,2590,14879,0.3571428571428571,2.5,8.904589472535918e-4,0.37775,187.99910954105275,14979,782,2590,14879,0.3571428571428571,2.5,8.904589472535918e-4,0.37775
188.5,242249648339.1865,162953977499.56503,79295670839.62138,2507,14700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,171184620725.74213,108810023308.34314,62374597417.39928,2440,14462,188.99966220167573,14845,708,2440,14462,0.3571428571428571,2.5,3.3779832426716894e-4,0.374475,188.99966220167573,14845,708,2440,14462,0.3571428571428571,2.5,3.3779832426716894e-4,0.374475
189.5,223005622323.75323,115097370068.92162,107908252254.83151,2389,14260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,382191021498.83484,277757701600.4907,104433319898.344,2294,14053,189.9998647613631,14725,645,2294,14053,0.3571428571428571,2.5,1.3523863688646998e-4,0.371125,189.9998647613631,14725,645,2294,14053,0.3571428571428571,2.5,1.3523863688646998e-4,0.371125
190.5,164751042064.02948,111862040710.01762,52889001354.012405,2205,13824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,237048573549.16385,170067949713.41876,66980623835.74507,2135,13611,190.99938392013203,14619,581,2135,13611,0.3571428571428571,2.5,6.160798679673007e-4,0.368125,190.99938392013203,14619,581,2135,13611,0.3571428571428571,2.5,6.160798679673007e-4,0.368125
191.5,144381591072.01285,69564924964.46039,74816666107.55203,2064,13370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,914702691464.7854,862335800349.1226,52366891115.66308,1995,13142,191.99810112200163,14499,555,1995,13142,0.3571428571428571,2.5,0.00189887799837151,0.365475,191.99810112200163,14499,555,1995,13142,0.3571428571428571,2.5,0.00189887799837151,0.365475
192.5,125694226307.30629,77702801508.00278,47991424799.30332,1922,12921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,363744149712.16583,80479005533.20071,283265144178.96643,1857,12680,192.9995009944568,14402,526,1857,12680,0.3571428571428571,2.5,4.990055432188001e-4,0.362475,192.9995009944568,14402,526,1857,12680,0.3571428571428571,2.5,4.990055432188001e-4,0.362475
193.5,178465994118.66052,90549047047.7475,87916947070.91293,1823,12470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,304881536556.8802,160763112114.089,144118424442.79102,1752,12245,193.9989577623977,14296,496,1752,12245,0.3571428571428571,2.5,0.0010422376022916,0.36005,193.9989577623977,14296,496,1752,12245,0.3571428571428571,2.5,0.0010422376022916,0.36005
194.5,111049810473.20909,80293832066.72046,30755978406.488266,1695,12031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,98177942421.40662,43931429260.559235,54246513160.84743,1620,11851,194.99889269090264,14206,472,1620,11851,0.3571428571428571,2.5,0.00110730909736389,0.3574,194.99889269090264,14206,472,1620,11851,0.3571428571428571,2.5,0.00110730909736389,0.3574
195.5,118985288362.71968,73279790409.58827,45705497953.13151,1568,11642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,99123375353.96962,73087032451.27516,26036342902.694263,1516,11445,195.99977598895157,14126,426,1516,11445,0.3571428571428571,2.5,2.2401104843083883e-4,0.35515,195.99977598895157,14126,426,1516,11445,0.3571428571428571,2.5,2.2401104843083883e-4,0.35515
196.5,87311115389.82814,53670526739.638016,33640588650.189846,1458,11224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,57924794666.47583,29842164034.23287,28082630632.24288,1400,11030,196.9993292711951,14056,392,1400,11030,0.3571428571428571,2.5,6.707288048630744e-4,0.35315,196.9993292711951,14056,392,1400,11030,0.3571428571428571,2.5,6.707288048630744e-4,0.35315
197.5,82285857272.6346,49854516161.59006,32431341111.044365,1367,10794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,74079973929.77841,35675734539.82471,38404239389.953705,1337,10592,197.99828597748933,13967,373,1337,10592,0.3571428571428571,2.5,0.00171402251066865,0.3514,197.99828597748933,13967,373,1337,10592,0.3571428571428571,2.5,0.00171402251066865,0.3514
198.5,67374971444.041664,40511856642.29603,26863114801.745724,1286,10365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,86237820932.96692,45754064644.00376,40483756288.96323,1233,10166,198.99848320495775,13906,344,1233,10166,0.3571428571428571,2.5,0.00151679504224944,0.349175,198.99848320495775,13906,344,1233,10166,0.3571428571428571,2.5,0.00151679504224944,0.349175
199.5,78276502901.05942,32869973155.409954,45406529745.64953,1179,9950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,75464257950.91359,29635413825.782623,45828844125.13094,1138,9764,199.9997031417035,13844,333,1138,9764,0.3571428571428571,2.5,2.968582965081623e-4,0.34765,199.9997031417035,13844,333,1138,9764,0.3571428571428571,2.5,2.968582965081623e-4,0.34765
200.5,144338494888.97797,100109003410.67316,44229491478.30504,1114,9560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,62171392302.65818,44660256513.5699,17511135789.088295,1087,9377,200.99350992844904,13777,317,1087,9377,0.3571428571428571,2.5,0.0064900715509566,0.3461,200.99350992844904,13777,317,1087,9377,0.3571428571428571,2.5,0.0064900715509566,0.3461
201.5,67793566361.5473,36819905071.130135,30973661290.417168,1025,9153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,42981998392.088715,20924040573.665085,22057957818.42368,1010,8953,201.9998496905368,13723,310,1010,8953,0.3571428571428571,2.5,1.50309463180065e-4,0.344425,201.9998496905368,13723,310,1010,8953,0.3571428571428571,2.5,1.50309463180065e-4,0.344425
202.5,93152354315.70703,60087140792.080536,33065213523.62649,983,8762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,66542438453.321884,33238335668.18257,33304102785.13921,952,8579,202.9937116745553,13678,284,952,8579,0.3571428571428571,2.5,0.00628832544470014,0.343075,202.9937116745553,13678,284,952,8579,0.3571428571428571,2.5,0.00628832544470014,0.343075
203.5,59136436199.58542,41765722911.22261,17370713288.362843,914,8411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,53748595260.90928,35111855241.124596,18636740019.784637,883,8234,203.99553134782997,13643,272,883,8234,0.3571428571428571,2.5,0.00446865217003278,0.34195,203.99553134782997,13643,272,883,8234,0.3571428571428571,2.5,0.00446865217003278,0.34195
204.5,67749015730.46481,46887928207.48221,20861087522.982536,852,8087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,42959056358.395935,27238080734.94566,15720975623.450298,829,7917,204.999902329247,13607,245,829,7917,0.3571428571428571,2.5,9.767075300715078e-5,0.341075,204.999902329247,13607,245,829,7917,0.3571428571428571,2.5,9.767075300715078e-5,0.341075
205.5,52921891697.52302,16393787223.828354,36528104473.69464,787,7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,50668003174.05396,31771048910.61212,18896954263.441864,759,7599,205.9997552000712,13565,231,759,7599,0.3571428571428571,2.5,2.447999287937819e-4,0.340175,205.9997552000712,13565,231,759,7599,0.3571428571428571,2.5,2.447999287937819e-4,0.340175
206.5,42610453112.658554,25793265412.14972,16817187700.508827,741,7424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,44940963955.66727,21222155803.879555,23718808151.78775,713,7252,206.99732430823687,13534,210,713,7252,0.3571428571428571,2.5,0.00267569176313031,0.339125,206.99732430823687,13534,210,713,7252,0.3571428571428571,2.5,0.00267569176313031,0.339125
207.5,30521231326.575996,12641105561.03985,17880125765.536156,691,7116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,24262759318.207363,12798675958.8601,11464083359.34726,678,6951,207.99768630834043,13505,186,678,6951,0.3571428571428571,2.5,0.00231369165956607,0.33835,207.99768630834043,13505,186,678,6951,0.3571428571428571,2.5,0.00231369165956607,0.33835
208.5,33251378261.410255,21932840533.6982,11318537727.712069,674,6805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,24703285840.594913,12179955379.648397,12523330460.946537,649,6663,208.9915561262661,13470,169,649,6663,0.3571428571428571,2.5,0.00844387373393829,0.337625,208.9915561262661,13470,169,649,6663,0.3571428571428571,2.5,0.00844387373393829,0.337625
209.5,30481816165.95062,18608378276.7587,11873437889.19192,620,6525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,28212523452.42546,12660727289.255775,15551796163.169691,589,6399,209.99810343475437,13445,161,589,6399,0.3571428571428571,2.5,0.00189656524563019,0.33675,209.99810343475437,13445,161,589,6399,0.3571428571428571,2.5,0.00189656524563019,0.33675
